ASX Code,Security Group Code,Issuer Full Name,Product Description,Last Price($),Business Date,Year
LM8,EQY,LUNNON METALS LIMITED                                       ,ORDINARY            ,0.79,20220630,2022
LME,EQY,LIMEADE INC.                                                ,CDI 1:1USPROHEXCLQIB,0.27,20220630,2022
LMG,EQY,LATROBE MAGNESIUM LIMITED                                   ,ORDINARY            ,0.06,20220630,2022
LML,EQY,LINCOLN MINERALS LIMITED                                    ,ORDINARY            ,0.008,20200918,2022
LNK,EQY,LINK ADMINISTRATION HOLDINGS LIMITED                        ,ORDINARY            ,3.79,20220630,2022
LNR,EQY,LANTHANEIN RESOURCES LTD                                    ,ORDINARY            ,0.017,20220630,2022
LNU,EQY,LINIUS TECHNOLOGIES LIMITED                                 ,ORDINARY            ,0.005,20220630,2022
LNY,EQY,LANEWAY RESOURCES LTD                                       ,ORDINARY            ,0.004,20220630,2022
LOM,EQY,LUCAPA DIAMOND COMPANY LIMITED                              ,ORDINARY            ,0.041,20220630,2022
LOT,EQY,LOTUS RESOURCES LIMITED                                     ,ORDINARY            ,0.215,20220630,2022
LOV,EQY,LOVISA HOLDINGS LIMITED                                     ,ORDINARY            ,13.81,20220630,2022
LPD,EQY,LEPIDICO LTD                                                ,ORDINARY            ,0.026,20220630,2022
LPE,EQY,LOCALITY PLANNING ENERGY HOLDINGS LIMITED                   ,ORDINARY            ,0.061,20220630,2022
LPI,EQY,LITHIUM POWER INTERNATIONAL LIMITED                         ,ORDINARY            ,0.4,20220630,2022
LPM,EQY,LITHIUM PLUS MINERALS LTD.                                  ,ORDINARY            ,0.43,20220630,2022
LRD,EQY,LORD RESOURCES LIMITED                                      ,ORDINARY            ,0.22,20220630,2022
LRK,EQY,LARK DISTILLING CO. LTD                                     ,ORDINARY            ,2.75,20220630,2022
LRL,EQY,LABYRINTH RESOURCES LIMITED                                 ,ORDINARY            ,0.0205,20220630,2022
LRS,EQY,LATIN RESOURCES LIMITED                                     ,ORDINARY            ,0.063,20220630,2022
LRV,EQY,LARVOTTO RESOURCES LIMITED                                  ,ORDINARY            ,0.225,20220630,2022
LSA,EQY,LACHLAN STAR LIMITED                                        ,ORDINARY            ,0.012,20220630,2022
LSF,EQY,L1 LONG SHORT FUND LIMITED                                  ,ORDINARY            ,2.56,20220630,2022
LSR,EQY,LODESTAR MINERALS LIMITED                                   ,ORDINARY            ,0.005,20220630,2022
LSX,EQY,LION SELECTION GROUP LIMITED.                               ,ORDINARY            ,0.45,20220630,2022
LTR,EQY,LIONTOWN RESOURCES LIMITED                                  ,ORDINARY            ,1.055,20220630,2022
LV1,EQY,LIVE VERDURE LTD                                            ,ORDINARY            ,0.175,20220630,2022
LVE,EQY,LOVE GROUP GLOBAL LTD                                       ,ORDINARY            ,0.07,20220628,2022
LVH,EQY,LIVEHIRE LIMITED                                            ,ORDINARY            ,0.395,20220630,2022
LVT,EQY,LIVETILES LIMITED                                           ,ORDINARY            ,0.042,20220630,2022
LYC,EQY,LYNAS RARE EARTHS LIMITED                                   ,ORDINARY            ,8.73,20220630,2022
LYK,EQY,LYKOS METALS LIMITED                                        ,ORDINARY            ,0.165,20220630,2022
LYL,EQY,LYCOPODIUM LIMITED                                          ,ORDINARY            ,5.7,20220630,2022
LYN,EQY,LYCAON RESOURCES LTD                                        ,ORDINARY            ,0.3,20220630,2022
M24,EQY,MAMBA EXPLORATION LIMITED                                   ,ORDINARY            ,0.097,20220630,2022
M2M,EQY,MT MALCOLM MINES NL                                         ,ORDINARY            ,0.057,20220630,2022
M2R,EQY,MIRAMAR RESOURCES LIMITED                                   ,ORDINARY            ,0.086,20220630,2022
M3M,EQY,M3 MINING LIMITED                                           ,ORDINARY            ,0.125,20220630,2022
M7T,EQY,MACH7 TECHNOLOGIES LIMITED                                  ,ORDINARY            ,0.49,20220630,2022
M8S,EQY,M8 SUSTAINABLE LIMITED                                      ,ORDINARY            ,0.007,20220630,2022
MAD,EQY,MADER GROUP LIMITED                                         ,ORDINARY            ,2.66,20220630,2022
MAF,EQY,MA FINANCIAL GROUP LIMITED                                  ,ORDINARY            ,4.5,20220630,2022
MAG,EQY,MAGMATIC RESOURCES LIMITED                                  ,ORDINARY            ,0.052,20220630,2022
MAH,EQY,MACMAHON HOLDINGS LIMITED                                   ,ORDINARY            ,0.135,20220630,2022
MAM,EQY,MICROEQUITIES ASSET MANAGEMENT GROUP LIMITED                ,ORDINARY            ,0.64,20220630,2022
MAN,EQY,MANDRAKE RESOURCES LIMITED                                  ,ORDINARY            ,0.034,20220630,2022
MAP,EQY,MICROBA LIFE SCIENCES LIMITED                               ,ORDINARY            ,0.2,20220630,2022
MAQ,EQY,MACQUARIE TELECOM GROUP LIMITED                             ,ORDINARY            ,60.54,20220630,2022
MAT,EQY,MATSA RESOURCES LIMITED                                     ,ORDINARY            ,0.044,20220630,2022
MAU,EQY,MAGNETIC RESOURCES NL                                       ,ORDINARY            ,1.24,20220630,2022
MAUCA,EQY,MAGNETIC RESOURCES NL                                       ,"CTG NIL PD, 20C UNPD",0.85,20220617,2022
MAY,EQY,MELBANA ENERGY LIMITED                                      ,ORDINARY            ,0.078,20220630,2022
MBH,EQY,MAGGIE BEER HOLDINGS LTD                                    ,ORDINARY            ,0.35,20220630,2022
MBK,EQY,METAL BANK LIMITED                                          ,ORDINARY            ,0.004,20220630,2022
MBX,EQY,MY FOODIE BOX LIMITED                                       ,ORDINARY            ,0.096,20220630,2022
MCA,EQY,MURRAY COD AUSTRALIA LIMITED                                ,ORDINARY            ,0.2,20220630,2022
MCE,EQY,MATRIX COMPOSITES & ENGINEERING LIMITED                     ,ORDINARY            ,0.15,20220630,2022
MCL,EQY,MIGHTY CRAFT LIMITED                                        ,ORDINARY            ,0.17,20220630,2022
MCM,EQY,MC MINING LIMITED                                           ,ORDINARY            ,0.12,20220630,2022
MCP,EQY,MCPHERSON'S LIMITED                                         ,ORDINARY            ,0.655,20220630,2022
MCR,EQY,MINCOR RESOURCES NL                                         ,ORDINARY            ,1.67,20220630,2022
MCT,EQY,METALICITY LIMITED                                          ,ORDINARY            ,0.003,20220630,2022
MCX,EQY,MARINER CORPORATION LIMITED                                 ,ORDINARY            ,0.036,20211221,2022
MCY,EQY,MERCURY NZ LIMITED                                          ,ORD FOR.EXEMPT NZX  ,5.1,20220630,2022
MDC,EQY,MEDLAB CLINICAL LIMITED                                     ,ORDINARY            ,0.048,20220630,2022
MDI,EQY,MIDDLE ISLAND RESOURCES LIMITED                             ,ORDINARY            ,0.135,20220630,2022
MDR,EQY,MEDADVISOR LIMITED                                          ,ORDINARY            ,0.17,20220630,2022
MDX,EQY,MINDAX LIMITED                                              ,ORDINARY            ,0.055,20220224,2022
MEA,EQY,MCGRATH LIMITED                                             ,ORDINARY            ,0.365,20220630,2022
MEB,EQY,MEDIBIO LIMITED                                             ,ORDINARY            ,0.0015,20220630,2022
MEC,EQY,MORPHIC ETHICAL EQUITIES FUND LIMITED                       ,ORDINARY            ,1,20220630,2022
MEG,EQY,MEGADO GOLD LIMITED                                         ,ORDINARY            ,0.08,20220630,2022
MEI,EQY,METEORIC RESOURCES NL                                       ,ORDINARY            ,0.011,20220630,2022
MEK,EQY,MEEKA GOLD LIMITED                                          ,ORDINARY            ,0.05,20220630,2022
MEL,EQY,METGASCO LTD                                                ,ORDINARY            ,0.023,20220630,2022
MEM,EQY,MEMPHASYS LIMITED.                                          ,ORDINARY            ,0.04,20220630,2022
MEU,EQY,MARMOTA LIMITED                                             ,ORDINARY            ,0.056,20220630,2022
MEZ,EQY,MERIDIAN ENERGY LIMITED                                     ,ORD FOR. EXEMPT NZX ,4.14,20220630,2022
MFB,EQY,MY FOOD BAG GROUP LIMITED                                   ,ORD FOR.EXEMPT NZX  ,0.74,20220630,2022
MFD,EQY,MAYFIELD CHILDCARE LIMITED                                  ,ORDINARY            ,1.225,20220629,2022
MFF,EQY,MFF CAPITAL INVESTMENTS LIMITED                             ,ORDINARY            ,2.21,20220630,2022
MFG,EQY,MAGELLAN FINANCIAL GROUP LIMITED                            ,ORDINARY            ,12.92,20220630,2022
MGG,EQY,MOGUL GAMES GROUP LTD                                       ,ORDINARY            ,0.002,20220630,2022
MGH,EQY,MAAS GROUP HOLDINGS LIMITED                                 ,ORDINARY            ,3.63,20220630,2022
MGL,EQY,MAGONTEC LIMITED                                            ,ORDINARY            ,0.345,20220630,2022
MGT,EQY,MAGNETITE MINES LIMITED.                                    ,ORDINARY            ,0.021,20220630,2022
MGU,EQY,MAGNUM MINING AND EXPLORATION LIMITED                       ,ORDINARY            ,0.036,20220630,2022
MGV,EQY,MUSGRAVE MINERALS LIMITED                                   ,ORDINARY            ,0.245,20220630,2022
MGX,EQY,MOUNT GIBSON IRON LIMITED                                   ,ORDINARY            ,0.54,20220630,2022
MHC,EQY,MANHATTAN CORPORATION LIMITED                               ,ORDINARY            ,0.008,20220630,2022
MHI,EQY,MERCHANT HOUSE INTERNATIONAL LIMITED                        ,ORDINARY            ,0.062,20220617,2022
MHJ,EQY,MICHAEL HILL INTERNATIONAL LIMITED                          ,ORDINARY            ,1.03,20220630,2022
MHK,EQY,METAL HAWK LIMITED.                                         ,ORDINARY            ,0.155,20220630,2022
MI6,EQY,MINERALS 260 LIMITED                                        ,ORDINARY            ,0.235,20220630,2022
MIH,EQY,MNC MEDIA INVESTMENT LTD                                    ,CDI US PROHIBITED   ,2.79,20140926,2022
MIL,EQY,MILLENNIUM SERVICES GROUP LIMITED                           ,ORDINARY            ,0.27,20220630,2022
MIN,EQY,MINERAL RESOURCES LIMITED                                   ,ORDINARY            ,48.27,20220630,2022
MIO,EQY,MACARTHUR MINERALS LIMITED                                  ,ORDINARY            ,0.19,20220630,2022
MIR,EQY,MIRRABOOKA INVESTMENTS LIMITED                              ,ORDINARY            ,2.93,20220630,2022
MIRNB,EQY,MIRRABOOKA INVESTMENTS LIMITED                              ,NEW                 ,2.8,20220630,2022
MKG,EQY,MAKO GOLD LIMITED                                           ,ORDINARY            ,0.059,20220630,2022
MKL,EQY,MIGHTY KINGDOM LIMITED                                      ,ORDINARY            ,0.036,20220630,2022
MKR,EQY,MANUKA RESOURCES LTD.                                       ,ORDINARY            ,0.175,20220630,2022
MLD,EQY,MACA LIMITED                                                ,ORDINARY            ,0.66,20220630,2022
MLG,EQY,MLG OZ LIMITED                                              ,ORDINARY            ,0.45,20220630,2022
MLM,EQY,METALLICA MINERALS LIMITED                                  ,ORDINARY            ,0.025,20220630,2022
MLS,EQY,METALS AUSTRALIA LTD                                        ,ORDINARY            ,0.05,20220630,2022
MLX,EQY,METALS X LIMITED                                            ,ORDINARY            ,0.335,20220630,2022
MM1,EQY,MIDAS MINERALS LTD                                          ,ORDINARY            ,0.19,20220630,2022
MM8,EQY,MEDALLION METALS LIMITED.                                   ,ORDINARY            ,0.2,20220630,2022
MMA,EQY,MARONAN METALS LIMITED                                      ,ORDINARY            ,0.33,20220630,2022
MMC,EQY,MITRE MINING CORPORATION LIMITED                            ,ORDINARY            ,0.12,20220630,2022
MME,EQY,MONEYME LIMITED                                             ,ORDINARY            ,0.57,20220630,2022
MMG,EQY,MONGER GOLD LTD                                             ,ORDINARY            ,0.23,20220630,2022
MMI,EQY,METRO MINING LIMITED                                        ,ORDINARY            ,0.02,20220630,2022
MMMDA,EQY,MARLEY SPOON AG                                             ,CDI 10:1 DEF SET    ,0.2,20220630,2022
MMR,EQY,MEC RESOURCES LIMITED                                       ,ORDINARY            ,0.004,20200110,2022
MMS,EQY,MCMILLAN SHAKESPEARE LIMITED                                ,ORDINARY            ,9.74,20220630,2022
MNB,EQY,MINBOS RESOURCES LIMITED                                    ,ORDINARY            ,0.135,20220630,2022
MND,EQY,MONADELPHOUS GROUP LIMITED                                  ,ORDINARY            ,9.95,20220630,2022
MNS,EQY,MAGNIS ENERGY TECHNOLOGIES LTD                              ,ORDINARY            ,0.295,20220630,2022
MNY,EQY,MONEY3 CORPORATION LIMITED                                  ,ORDINARY            ,1.96,20220630,2022
MOB,EQY,MOBILICOM LIMITED                                           ,ORDINARY            ,0.044,20220630,2022
MOH,EQY,MOHO RESOURCES LIMITED                                      ,ORDINARY            ,0.024,20220630,2022
MOQ,EQY, MOQ LIMITED                                                ,ORDINARY            ,0.047,20220630,2022
MOZ,EQY,MOSAIC BRANDS LIMITED                                       ,ORDINARY            ,0.19,20220630,2022
